16 22106 83718
0 0     -3.859900e+02 3.871200e+02
12 10769     -4.769000e+01 -8.901001e+01
13 10769     3.393900e+02 -3.339100e+02
15 10769     -8.622998e+01 -3.540997e+01
1 10770     2.103900e+02 -7.581000e+01
2 10770     2.646500e+02 -3.876001e+01
3 10770     1.732800e+02 -3.436000e+02
6 10770     8.640997e+01 -4.745001e+01
7 10770     8.969971e+00 4.446997e+01
8 10770     2.445500e+02 -8.071002e+01
10 10770     5.929993e+00 5.228003e+01
13 10770     4.543800e+02 -2.867700e+02
15 10770     8.296002e+01 3.492999e+01
1 10771     3.730601e+02 -8.273999e+01
2 10771     3.877300e+02 2.921997e+01
7 10771     1.484200e+02 1.082200e+02
8 10771     3.509600e+02 -2.378000e+01
10 10771     1.760800e+02 1.160600e+02
15 10771     2.828700e+02 1.109900e+02
1 10772     3.730601e+02 -8.273999e+01
2 10772     3.877300e+02 2.921997e+01
6 10772     2.243800e+02 4.483002e+01
1 10773     2.475000e+02 -8.985999e+01
3 10773     2.113300e+02 -3.350600e+02
4 10773     -3.513000e+02 -5.073700e+02
6 10773     1.306300e+02 -3.733002e+01
7 10773     4.882001e+01 4.900000e+01
8 10773     2.793900e+02 -7.479999e+01
1 10774     3.522600e+02 -9.470001e+01
6 10774     2.171500e+02 2.058002e+01
8 10774     3.449700e+02 -3.919000e+01
1 10775     3.267100e+02 -1.057500e+02
8 10775     3.355800e+02 -5.585999e+01
1 10776     3.267100e+02 -1.057500e+02
8 10776     3.355800e+02 -5.585999e+01
1 10777     5.391000e+02 -1.208100e+02
10 10777     3.434000e+02 1.427000e+02
15 10777     4.858900e+02 1.440700e+02
1 10778     2.850699e+02 -1.263400e+02
7 10778     9.428998e+01 3.294000e+01
8 10778     3.169300e+02 -8.954999e+01
10 10778     1.051800e+02 3.200000e+01
12 10778     1.994200e+02 -6.059998e+00
13 10778     5.281300e+02 -3.030400e+02
1 10779     -4.946500e+02 -1.297900e+02
7 10779     -6.922300e+02 -3.898800e+02
15 10779     -8.385800e+02 -4.423900e+02
1 10780     1.731700e+02 -1.293900e+02
15 10780     6.713000e+01 -5.000000e+01
1 10781     8.289800e+02 -1.354100e+02
7 10781     4.384399e+02 2.064000e+02
10 10781     5.894399e+02 2.391500e+02
1 10782     8.289800e+02 -1.354100e+02
7 10782     4.384399e+02 2.064000e+02
15 10782     7.912000e+02 2.591900e+02
1 10783     7.757001e+01 -1.377100e+02
3 10783     1.158900e+02 -4.696700e+02
4 10783     -3.979800e+02 -3.874800e+02
6 10783     6.599976e+00 -1.954600e+02
7 10783     -8.032001e+01 -7.192999e+01
8 10783     1.805800e+02 -1.880900e+02
10 10783     -1.080500e+02 -7.207001e+01
15 10783     -5.026001e+01 -1.121800e+02
1 10784     4.854200e+02 -1.400400e+02
7 10784     2.474500e+02 9.967001e+01
10 10784     3.024500e+02 1.016200e+02
15 10784     4.358900e+02 9.514001e+01
1 10785     6.060800e+02 -1.410400e+02
7 10785     3.238000e+02 1.393100e+02
1 10786     1.866998e+01 -1.488800e+02
2 10786     1.073200e+02 -2.551600e+02
3 10786     3.403998e+01 -5.605800e+02
4 10786     -4.123000e+02 -3.313200e+02
6 10786     -7.697998e+01 -2.689000e+02
8 10786     1.117800e+02 -2.549700e+02
9 10786     -4.900024e+00 -1.223500e+02
10 10786     -1.739600e+02 -1.124200e+02
15 10786     -1.254000e+02 -1.605400e+02
1 10787     2.225800e+02 -1.536400e+02
7 10787     5.789001e+01 -1.627002e+01
1 10788     -3.799200e+02 -1.575500e+02
7 10788     -5.534900e+02 -3.493300e+02
1 10789     2.556899e+02 -1.590400e+02
7 10789     8.748999e+01 -6.719971e+00
1 10790     8.241801e+02 -1.696300e+02
6 10790     4.493900e+02 1.317200e+02
8 10790     4.977000e+02 -5.128000e+01
10 10790     5.975300e+02 2.033100e+02
13 10790     8.172900e+02 -2.011000e+02
1 10791     2.380005e+00 -1.723000e+02
10 10791     -1.858400e+02 -1.457200e+02
1 10792     -6.465900e+02 -1.911500e+02
4 10792     -4.901300e+02 1.559700e+02
1 10793     5.436300e+02 -1.957400e+02
10 10793     3.792300e+02 6.921997e+01
1 10794     1.590300e+02 -1.976900e+02
15 10794     8.584003e+01 -1.409300e+02
1 10795     -2.398900e+02 -1.972600e+02
7 10795     -3.914700e+02 -3.089500e+02
13 10795     6.008002e+01 -5.749200e+02
1 10796     -2.189900e+02 -2.192300e+02
6 10796     -3.354100e+02 -5.710500e+02
9 10796     -2.086200e+02 -3.968600e+02
15 10796     -4.064800e+02 -3.879000e+02
1 10797     -6.329100e+02 -2.244800e+02
4 10797     -5.154500e+02 1.426200e+02
1 10798     4.619900e+02 -2.268300e+02
12 10798     3.981801e+02 -1.215002e+01
1 10799     -6.424200e+02 -2.348100e+02
4 10799     -5.256000e+02 1.480300e+02
1 10800     -3.874300e+02 -2.347100e+02
7 10800     -5.088200e+02 -4.235400e+02
15 10800     -6.198800e+02 -5.110400e+02
1 10801     5.583002e+01 -2.371600e+02
10 10801     -9.504999e+01 -1.873100e+02
15 10801     -3.198999e+01 -2.495100e+02
1 10802     -5.209003e+01 -2.427100e+02
10 10802     -2.156700e+02 -2.467400e+02
1 10803     8.420300e+02 -2.431600e+02
2 10803     5.916600e+02 -7.088000e+01
8 10803     5.435500e+02 -8.809998e+01
10 10803     6.426899e+02 1.387700e+02
12 10803     5.880500e+02 9.031000e+01
1 10804     -6.305800e+02 -2.447200e+02
4 10804     -5.329700e+02 1.380800e+02
1 10805     5.279900e+02 -2.464700e+02
10 10805     3.858800e+02 1.207001e+01
15 10805     5.381500e+02 -1.071002e+01
1 10806     8.328800e+02 -2.502000e+02
15 10806     8.492000e+02 1.271000e+02
1 10807     -6.209100e+02 -2.518100e+02
4 10807     -5.385800e+02 1.302400e+02
1 10808     4.345000e+02 -2.553300e+02
10 10808     3.076300e+02 -3.570001e+01
15 10808     4.420100e+02 -6.741998e+01
1 10809     -2.084700e+02 -2.582300e+02
15 10809     -3.676300e+02 -4.316000e+02
1 10810     -3.881100e+02 -2.587200e+02
7 10810     -4.940400e+02 -4.455601e+02
10 10810     -5.910300e+02 -4.384100e+02
15 10810     -6.059800e+02 -5.419500e+02
1 10811     8.368199e+02 -2.592900e+02
2 10811     5.962200e+02 -8.832001e+01
7 10811     4.906400e+02 1.126800e+02
8 10811     5.467300e+02 -1.026600e+02
12 10811     5.925100e+02 7.242999e+01
13 10811     8.631700e+02 -2.645900e+02
15 10811     8.581000e+02 1.186900e+02
1 10812     4.075500e+02 -2.649700e+02
2 10812     5.223101e+02 -1.068500e+02
3 10812     4.192700e+02 -4.022100e+02
7 10812     2.537800e+02 -3.031000e+01
13 10812     6.719399e+02 -3.711100e+02
1 10813     3.874600e+02 -2.653700e+02
7 10813     2.394200e+02 -3.913000e+01
1 10814     3.476700e+02 -2.686600e+02
7 10814     2.120699e+02 -5.759003e+01
1 10815     8.408000e+02 -2.775400e+02
2 10815     6.098199e+02 -9.856000e+01
7 10815     5.007500e+02 1.002800e+02
8 10815     5.579301e+02 -1.117100e+02
9 10815     3.875400e+02 2.069000e+01
10 10815     6.545200e+02 1.049100e+02
12 10815     6.060400e+02 5.956000e+01
13 10815     8.741200e+02 -2.766900e+02
15 10815     8.713101e+02 9.964001e+01
1 10816     8.481700e+02 -2.893900e+02
2 10816     6.221200e+02 -1.019600e+02
7 10816     5.110100e+02 9.422000e+01
8 10816     5.679600e+02 -1.148100e+02
9 10816     3.982300e+02 1.838000e+01
10 10816     6.665400e+02 9.603003e+01
12 10816     6.186500e+02 5.451001e+01
1 10817     -6.864400e+02 -3.218400e+02
4 10817     -6.049200e+02 1.693800e+02
1 10818     -6.827400e+02 -3.252300e+02
4 10818     -6.078600e+02 1.663600e+02
1 10819     2.216300e+02 -3.251900e+02
10 10819     1.193200e+02 -2.015900e+02
13 10819     5.420900e+02 -4.914399e+02
1 10820     5.178500e+02 -3.255800e+02
7 10820     3.279800e+02 -5.021997e+01
15 10820     5.529100e+02 -1.134600e+02
1 10821     3.552300e+02 -3.343300e+02
7 10821     2.292600e+02 -1.181700e+02
1 10822     -7.038600e+02 -3.362500e+02
4 10822     -6.191600e+02 1.811000e+02
1 10823     -1.939500e+02 -3.406600e+02
6 10823     -1.687500e+02 -6.539500e+02
7 10823     -2.548200e+02 -4.085200e+02
9 10823     -5.492999e+01 -4.413101e+02
1 10824     -6.386400e+02 -3.452800e+02
4 10824     -6.227100e+02 1.308600e+02
1 10825     -1.458200e+02 -3.457000e+02
2 10825     6.746002e+01 -6.067000e+02
6 10825     -1.190900e+02 -6.184800e+02
7 10825     -2.082700e+02 -3.871700e+02
9 10825     -1.703998e+01 -4.152300e+02
15 10825     -2.331900e+02 -5.036200e+02
1 10826     3.079500e+02 -3.481400e+02
15 10826     3.332500e+02 -2.471700e+02
1 10827     7.988600e+02 -3.521600e+02
7 10827     5.102400e+02 3.082001e+01
10 10827     6.514600e+02 1.616998e+01
12 10827     6.329100e+02 -1.329999e+01
15 10827     8.672900e+02 -6.130005e+00
1 10828     3.051700e+02 -3.681600e+02
10 10828     2.167000e+02 -2.088000e+02
15 10828     3.373700e+02 -2.735700e+02
1 10829     3.094301e+02 -3.728400e+02
15 10829     3.445000e+02 -2.767800e+02
1 10830     9.628998e+01 -3.744200e+02
7 10830     3.508002e+01 -2.775000e+02
1 10831     -1.376700e+02 -3.783100e+02
6 10831     -7.322998e+01 -6.377400e+02
1 10832     -1.161100e+02 -3.912400e+02
2 10832     1.488700e+02 -6.171500e+02
7 10832     -1.519000e+02 -4.092000e+02
9 10832     4.991998e+01 -4.192000e+02
12 10832     -5.877002e+01 -5.802400e+02
1 10833     -1.358400e+02 -3.920000e+02
6 10833     -5.935999e+01 -6.483700e+02
7 10833     -1.696700e+02 -4.217000e+02
9 10833     3.944000e+01 -4.321800e+02
1 10834     5.919500e+02 -3.925500e+02
7 10834     3.977400e+02 -7.870001e+01
10 10834     4.868400e+02 -1.094100e+02
12 10834     5.308600e+02 -1.422200e+02
13 10834     7.863300e+02 -4.371500e+02
15 10834     6.654000e+02 -1.563800e+02
1 10835     -6.426300e+02 -3.948500e+02
4 10835     -6.695400e+02 1.270300e+02
1 10836     -8.362000e+01 -4.153100e+02
2 10836     2.013101e+02 -6.120200e+02
7 10836     -1.101600e+02 -4.124400e+02
9 10836     9.263000e+01 -4.117100e+02
1 10837     -2.832300e+02 -4.536200e+02
7 10837     -2.636000e+02 -5.571500e+02
1 10838     8.555800e+02 -4.720601e+02
2 10838     7.692700e+02 -1.888700e+02
7 10838     6.009500e+02 -3.338000e+01
1 10839     8.689301e+02 -4.987000e+02
7 10839     6.202700e+02 -4.758002e+01
1 10840     -2.874600e+02 -5.139200e+02
4 10840     -7.592200e+02 -1.730700e+02
1 10841     7.086801e+02 -5.237600e+02
7 10841     5.379200e+02 -1.277500e+02
15 10841     8.644200e+02 -2.470600e+02
1 10842     7.759100e+02 -5.284100e+02
7 10842     5.810800e+02 -1.036800e+02
12 10842     7.467100e+02 -1.519600e+02
1 10843     8.744500e+02 -5.377000e+02
7 10843     6.409700e+02 -7.222998e+01
1 10844     8.230800e+02 -5.429301e+02
7 10844     6.149200e+02 -9.566998e+01
1 10845     -2.859985e+00 -5.548400e+02
7 10845     4.389001e+01 -4.836200e+02
1 10846     6.988600e+02 5.842000e+02
4 10846     7.862000e+01 -5.380100e+02
5 10846     6.612700e+02 -5.549988e+00
8 10846     1.959998e+01 3.164000e+02
11 10846     3.716100e+02 -1.385400e+02
13 10846     3.930400e+02 2.985100e+02
14 10846     5.600400e+02 -8.857001e+01
1 10847     6.506400e+02 5.796200e+02
2 10847     -1.047800e+02 3.900900e+02
5 10847     6.235900e+02 -2.064001e+01
6 10847     -2.590900e+02 7.162200e+02
8 10847     -6.380005e+00 3.050700e+02
9 10847     -2.459000e+02 4.102300e+02
11 10847     3.372600e+02 -1.532200e+02
14 10847     5.243400e+02 -1.054200e+02
1 10848     5.964500e+02 5.789000e+02
4 10848     6.834998e+01 -4.794500e+02
5 10848     5.787700e+02 -3.320001e+01
6 10848     -3.060600e+02 6.943400e+02
8 10848     -3.789001e+01 2.956900e+02
1 10849     5.964500e+02 5.789000e+02
2 10849     -1.431900e+02 3.793800e+02
4 10849     6.834998e+01 -4.794500e+02
5 10849     5.787700e+02 -3.320001e+01
6 10849     -3.060600e+02 6.943400e+02
9 10849     -2.774300e+02 3.998000e+02
1 10850     5.908300e+02 5.757500e+02
3 10850     -2.822000e+02 3.946002e+01
4 10850     6.612000e+01 -4.765400e+02
6 10850     -3.093000e+02 6.885500e+02
9 10850     -2.803400e+02 3.978200e+02
11 10850     2.948400e+02 -1.679300e+02
1 10851     8.574301e+02 5.745900e+02
13 10851     4.923300e+02 3.189500e+02
1 10852     6.110000e+02 5.745200e+02
2 10852     -1.313500e+02 3.777100e+02
3 10852     -2.682900e+02 4.289001e+01
4 10852     6.678003e+01 -4.880200e+02
5 10852     5.918400e+02 -3.400000e+01
6 10852     -2.913300e+02 6.951800e+02
8 10852     -2.853003e+01 2.945200e+02
9 10852     -2.677000e+02 3.989400e+02
11 10852     3.100900e+02 -1.648900e+02
13 10852     3.372000e+02 2.710800e+02
14 10852     4.927300e+02 -1.193100e+02
1 10853     -2.670800e+02 5.734100e+02
13 10853     -3.851800e+02 5.913000e+01
14 10853     -3.928500e+02 -3.398900e+02
1 10854     6.335100e+02 5.721300e+02
2 10854     -1.149700e+02 3.790100e+02
3 10854     -2.526100e+02 4.347998e+01
4 10854     6.731000e+01 -5.015601e+02
5 10854     6.107600e+02 -3.107001e+01
6 10854     -2.707800e+02 7.017700e+02
8 10854     -1.470001e+01 2.968700e+02
9 10854     -2.535300e+02 4.001400e+02
14 10854     5.112200e+02 -1.165200e+02
1 10855     4.262700e+02 5.670900e+02
3 10855     -3.985300e+02 -2.199707e-01
4 10855     4.973999e+01 -3.839400e+02
6 10855     -4.560000e+02 6.111200e+02
8 10855     -1.407300e+02 2.561800e+02
9 10855     -3.824200e+02 3.546600e+02
11 10855     1.718100e+02 -2.080900e+02
14 10855     3.428800e+02 -1.692900e+02
1 10856     -5.734700e+02 5.653000e+02
4 10856     -1.160999e+01 1.966200e+02
1 10857     4.551801e+02 5.488200e+02
2 10857     -2.393500e+02 3.203000e+02
3 10857     -3.709800e+02 -1.246002e+01
5 10857     4.662900e+02 -9.244000e+01
6 10857     -4.205100e+02 6.026900e+02
8 10857     -1.171500e+02 2.472500e+02
9 10857     -3.576900e+02 3.449300e+02
11 10857     1.994600e+02 -2.157600e+02
12 10857     -2.481600e+02 5.794600e+02
1 10858     6.210900e+02 5.473100e+02
3 10858     -2.541700e+02 1.922998e+01
4 10858     5.341998e+01 -4.965900e+02
5 10858     6.066100e+02 -5.588000e+01
6 10858     -2.713900e+02 6.709500e+02
11 10858     3.253900e+02 -1.824400e+02
1 10859     6.781899e+02 5.422700e+02
2 10859     -7.500000e+01 3.610100e+02
6 10859     -2.209000e+02 6.866200e+02
13 10859     3.879800e+02 2.628900e+02
14 10859     5.550200e+02 -1.306700e+02
1 10860     6.781899e+02 5.422700e+02
2 10860     -7.500000e+01 3.610100e+02
4 10860     5.452002e+01 -5.300100e+02
6 10860     -2.209000e+02 6.866200e+02
9 10860     -2.188900e+02 3.858200e+02
13 10860     3.879800e+02 2.628900e+02
14 10860     5.550200e+02 -1.306700e+02
1 10861     3.037400e+02 5.307800e+02
5 10861     3.358000e+02 -1.462200e+02
6 10861     -5.600500e+02 5.115700e+02
7 10861     -2.973400e+02 5.646100e+02
8 10861     -2.147000e+02 2.004500e+02
12 10861     -3.820300e+02 5.030100e+02
1 10862     7.772400e+02 5.175900e+02
2 10862     -2.119995e+00 3.567700e+02
9 10862     -1.568500e+02 3.842800e+02
13 10862     4.563400e+02 2.651900e+02
1 10863     6.222200e+02 5.142100e+02
4 10863     3.559003e+01 -5.003800e+02
6 10863     -2.564200e+02 6.353000e+02
9 10863     -2.434600e+02 3.508300e+02
11 10863     3.348800e+02 -2.073400e+02
1 10864     8.533000e+02 5.110000e+02
5 10864     8.047800e+02 -3.603998e+01
6 10864     -6.739001e+01 7.203500e+02
9 10864     -1.153300e+02 3.938900e+02
11 10864     5.020100e+02 -1.623700e+02
13 10864     5.050200e+02 2.748700e+02
14 10864     6.980100e+02 -1.199500e+02
1 10865     6.882001e+01 5.102700e+02
5 10865     1.175600e+02 -2.241000e+02
11 10865     -1.069500e+02 -3.285100e+02
12 10865     -6.152400e+02 3.817700e+02
1 10866     7.393300e+02 5.025900e+02
4 10866     3.702002e+01 -5.700900e+02
5 10866     7.151500e+02 -6.946002e+01
6 10866     -1.534900e+02 6.701000e+02
8 10866     6.253998e+01 2.638200e+02
13 10866     4.356600e+02 2.468200e+02
1 10867     6.537900e+02 5.010000e+02
4 10867     3.000000e+01 -5.197500e+02
11 10867     3.628199e+02 -2.099900e+02
13 10867     3.799301e+02 2.269800e+02
1 10868     7.646100e+02 5.003100e+02
3 10868     -1.495200e+02 4.809998e+00
14 10868     6.339600e+02 -1.475800e+02
1 10869     1.041400e+02 4.896300e+02
4 10869     -1.337000e+01 -2.094100e+02
7 10869     -4.630900e+02 4.567900e+02
8 10869     -3.531900e+02 1.162300e+02
11 10869     -7.335999e+01 -3.384300e+02
12 10869     -5.665200e+02 3.750400e+02
1 10870     -8.721002e+01 4.879700e+02
5 10870     -3.167999e+01 -2.846600e+02
7 10870     -6.462000e+02 3.854000e+02
10 10870     -6.534400e+02 5.434100e+02
1 10871     8.525000e+01 4.810900e+02
7 10871     -4.748600e+02 4.420900e+02
11 10871     -8.707001e+01 -3.489700e+02
12 10871     -5.842100e+02 3.588600e+02
1 10872     7.098400e+02 4.784500e+02
4 10872     2.134003e+01 -5.553000e+02
9 10872     -1.829100e+02 3.389300e+02
11 10872     4.106600e+02 -2.150300e+02
13 10872     4.221899e+02 2.237500e+02
1 10873     3.578000e+02 4.559400e+02
5 10873     3.972400e+02 -2.063600e+02
7 10873     -2.252500e+02 5.121600e+02
9 10873     -3.968000e+02 2.365000e+02
13 10873     1.861100e+02 1.238100e+02
1 10874     3.832700e+02 4.541500e+02
2 10874     -2.685500e+02 2.020400e+02
3 10874     -4.020000e+02 -1.300500e+02
4 10874     -1.575000e+01 -3.675400e+02
5 10874     4.226899e+02 -2.023800e+02
6 10874     -4.472300e+02 4.602800e+02
7 10874     -2.020800e+02 5.180500e+02
8 10874     -1.409700e+02 1.529500e+02
9 10874     -3.770000e+02 2.401800e+02
12 10874     -2.741600e+02 4.524100e+02
14 10874     3.325400e+02 -2.879900e+02
1 10875     6.898400e+02 4.421100e+02
4 10875     -3.699951e-01 -5.476200e+02
6 10875     -1.692600e+02 5.871300e+02
12 10875     -4.239990e+00 5.548400e+02
1 10876     -7.801400e+02 4.205900e+02
4 10876     -8.607001e+01 2.574500e+02
1 10877     3.708700e+02 4.207500e+02
2 10877     -2.711200e+02 1.625500e+02
5 10877     4.153500e+02 -2.391000e+02
6 10877     -4.475100e+02 4.148700e+02
1 10878     4.964800e+02 4.166700e+02
4 10878     -2.869000e+01 -4.348800e+02
1 10879     6.567800e+02 4.169700e+02
3 10879     -1.924100e+02 -9.470001e+01
6 10879     -1.856200e+02 5.464400e+02
1 10880     5.935800e+02 4.141800e+02
7 10880     -1.765997e+01 5.494000e+02
1 10881     4.934800e+02 4.084400e+02
4 10881     -3.392999e+01 -4.332100e+02
5 10881     5.291200e+02 -2.182600e+02
6 10881     -3.267700e+02 4.621200e+02
7 10881     -9.600000e+01 5.129700e+02
12 10881     -1.574800e+02 4.482300e+02
13 10881     2.915699e+02 1.204100e+02
1 10882     1.470300e+02 4.010300e+02
2 10882     -4.624600e+02 6.913000e+01
5 10882     2.091899e+02 -3.185300e+02
7 10882     -3.918900e+02 3.856500e+02
8 10882     -2.991300e+02 4.447000e+01
13 10882     4.078003e+01 2.596002e+01
14 10882     1.259400e+02 -4.068600e+02
1 10883     7.478400e+02 3.990100e+02
13 10883     4.649301e+02 1.741200e+02
1 10884     -6.214100e+02 3.982700e+02
4 10884     -1.008400e+02 2.062400e+02
1 10885     6.482900e+02 3.978500e+02
2 10885     -5.110999e+01 2.158500e+02
3 10885     -1.928100e+02 -1.155700e+02
8 10885     3.815002e+01 1.675600e+02
11 10885     3.897800e+02 -2.893800e+02
14 10885     5.723000e+02 -2.687600e+02
1 10886     4.977700e+02 3.959300e+02
3 10886     -2.993000e+02 -1.578500e+02
4 10886     -4.103998e+01 -4.371600e+02
5 10886     5.355500e+02 -2.297400e+02
6 10886     -3.188700e+02 4.501500e+02
7 10886     -8.839001e+01 5.028500e+02
8 10886     -5.364001e+01 1.323800e+02
9 10886     -2.851800e+02 2.192800e+02
1 10887     7.024500e+02 3.966000e+02
5 10887     7.063300e+02 -1.761500e+02
6 10887     -1.465400e+02 5.430600e+02
7 10887     6.832001e+01 5.660400e+02
11 10887     4.306100e+02 -2.782600e+02
1 10888     6.623600e+02 3.942800e+02
3 10888     -1.825600e+02 -1.157800e+02
5 10888     6.799700e+02 -1.889800e+02
6 10888     -1.713500e+02 5.236400e+02
7 10888     4.208002e+01 5.523700e+02
8 10888     4.782001e+01 1.671100e+02
9 10888     -1.841700e+02 2.590000e+02
11 10888     4.024200e+02 -2.890200e+02
12 10888     -7.109985e+00 4.966600e+02
14 10888     5.852400e+02 -2.676000e+02
1 10889     6.623600e+02 3.942800e+02
2 10889     -4.128998e+01 2.143200e+02
3 10889     -1.825600e+02 -1.157800e+02
5 10889     6.799700e+02 -1.889800e+02
6 10889     -1.713500e+02 5.236400e+02
7 10889     4.208002e+01 5.523700e+02
8 10889     4.782001e+01 1.671100e+02
9 10889     -1.841700e+02 2.590000e+02
11 10889     4.024200e+02 -2.890200e+02
12 10889     -7.109985e+00 4.966600e+02
13 10889     4.091801e+02 1.501400e+02
14 10889     5.852400e+02 -2.676000e+02
1 10890     2.279301e+02 3.902300e+02
2 10890     -3.847100e+02 8.378998e+01
5 10890     2.887200e+02 -3.083000e+02
6 10890     -5.764800e+02 3.041900e+02
7 10890     -3.156100e+02 4.050000e+02
8 10890     -2.362000e+02 5.741000e+01
9 10890     -4.713400e+02 1.324600e+02
10 10890     -2.609900e+02 5.503600e+02
